gene,factorName,resTime
YNL302C,Rap1,3.08816534700252
YNL311C,Rap1,1.310900608248
YNL327W,Fkh1,0.0722531112842262
YNL327W,Rap1,2.77432392005387
YNL328C,Rap1,3.68919750195895
YNL329C,Rap1,1.18332549513309
YNL338W,Rap1,3.25956966460552
YNL339W-B,Rap1,2.26567275795925
YNR009W,Fkh1,22.0306734411469
YNR009W,Rap1,1.45962992853557
YNR014W,Rap1,2.46555851740139
YNR018W,Fkh1,21.9765808119679
YNR018W,Rap1,1.9490703887253
YNR028W,Rap1,0.518569612177089
YNR046W,Fkh1,13.2195142962242
YNR050C,Fkh1,0.442796268267557
YNR057C,Rap1,1.23712089884357
YNR059W,Fkh1,0.157880100421607
YNR077C,Fkh1,18.6858206895851
YNR077C,Rap1,1.90498196579405
YOL005C,Rap1,5.19750498693848
YOL012C,Rap1,1.11917622812522
YOL016C,Rap1,1.31047897906162
YOL019W,Rap1,0.933270314941183
YOL023W,Fkh1,4.50920241279865
YOL039W,Rap1,4.47792424123504
YOL052C,Rap1,2.98864686912923
YOL060C,Rap1,7.21857120185896
YOL063C,Fkh1,0.542015940882266
YOL082W,Rap1,1.48605929037397
YOL103W-B,Rap1,2.71511955826735
YOL109W,Fkh1,0.967733667232096
YOL109W,Rap1,2.02015419053967
YOL120C,Rap1,1.65797275637918
YOL127W,Rap1,3.2544435752368
YOL152W,Rap1,0.350754616782069
YOL166W-A,Rap1,5.74257933919098
YOR005C,Fkh1,0.336419132305309
YOR008W-B,Rap1,37.0799039113309
YOR027W,Fkh1,0.0609497462864965
YOR031W,Rap1,0.833863337524235
YOR032W-A,Rap1,1.51771695141102
YOR040W,Fkh1,0.451310850214213
YOR051C,Fkh1,0.574637334328145
YOR058C,Fkh1,0.353350377408788
YOR072W-B,Fkh1,37.8491039840695
YOR084W,Rap1,0.690351657569408
YOR096W,Rap1,1.64482004578868
YOR108C-A,Rap1,0.0320448244456202
YOR118W,Rap1,1.68665913269509
YOR120W,Rap1,1.53845686839719
YOR136W,Rap1,0.920489149866626
YOR138C,Rap1,1.0674735987907
YOR161C-C,Rap1,2.94057593152475
YOR182C,Rap1,2.34143642253832
YOR217W,Rap1,0.856510716257617
YOR230W,Fkh1,2.98739654734567
YOR232W,Fkh1,18.0637357947435
YOR239W,Fkh1,0.820514548104256
YOR251C,Rap1,1.90125521450275
YOR264W,Rap1,4.44055147208073
YOR266W,Rap1,1.06930963482586
YOR267C,Rap1,0.229146477766335
YOR268C,Rap1,1.02064154676842
YOR278W,Rap1,1.3880240375078
YOR286W,Rap1,10.7104043867572
YOR292C,Rap1,3.70585996151147
YOR300W,Rap1,0.79194687330164
YOR302W,Rap1,4.11478925165962
YOR312C,Rap1,1.28266918072503
YOR316C-A,Rap1,10.063856096522
YOR324C,Fkh1,3.82569327607882
YOR343C,Rap1,1.99710761299671
YOR344C,Fkh1,4.01796737108532
YOR344C,Rap1,2.68601667510182
YOR348C,Rap1,2.02893784151659
YOR359W,Rap1,0.0950682680122554
YOR367W,Rap1,0.00346770393662155
YOR369C,Fkh1,0.0483467767480761
YOR369C,Rap1,1.27335831763104
YOR376W,Rap1,1.04484152749291
YOR382W,Rap1,2.41210925316692
YOR383C,Rap1,0.531133668962866
YOR394C-A,Fkh1,15.5361404289525
YOR394C-A,Rap1,1.11815061183284
YOR396C-A,Rap1,4.90358475132651
YOR396W,Rap1,1.15385492733947
YPL017C,Rap1,4.68619451751264
YPL025C,Rap1,3.28479814447781
YPL049C,Rap1,13.1896621499208
YPL056C,Rap1,1.59532403554449
YPL065W,Rap1,4.04925333984028
YPL067C,Rap1,2.36338544947788
YPL072W,Fkh1,7.81145626151615
YPL081W,Fkh1,0.554585863370448
YPL081W,Rap1,1.85562895230827
YPL085W,Rap1,0.319831759901717
YPL090C,Rap1,2.58560546458685
YPL109C,Fkh1,0.869933269685134
YPL114W,Rap1,0.345849762437865
YPL131W,Rap1,0.224872923223302
YPL134C,Rap1,0.666971337515861
YPL137C,Rap1,2.33758664127535
YPL144W,Rap1,2.41908276109042
YPL146C,Rap1,0.759258169680834
YPL155C,Fkh1,0.804393312660977
YPL160W,Rap1,0.562540134880692
YPL163C,Rap1,1.62898667435082
YPL170W,Rap1,1.24584945226588
YPL189C-A,Rap1,3.33939700040251
YPL194W,Rap1,0.518266599625349
YPL197C,Rap1,1.88592957779639
YPL199C,Rap1,1.17197084572511
YPL220W,Rap1,1.78941103022472
YPL221W,Rap1,2.18914665214706
YPL226W,Rap1,0.961343576200306
YPL230W,Rap1,1.00489399785341
YPL240C,Rap1,2.96610733151102
YPL249C-A,Rap1,2.95161437277638
YPL253C,Fkh1,23.6163587738268
YPL257W-A,Fkh1,0.351106922142208
YPL257W-B,Rap1,1.28141589768022
YPL260W,Rap1,0.7169320799876
YPL265W,Rap1,3.35543535621057
YPL277C,Rap1,0.213185554603115
YPL283C,Rap1,1.27682020761901
YPL283W-A,Rap1,1.15724493498679
YPL283W-B,Fkh1,28.1828561023152
YPR001W,Fkh1,1.51091711143706
YPR014C,Rap1,1.45067013818056
YPR032W,Fkh1,0.56143795652315
YPR034W,Fkh1,4.67765069479547
YPR036W-A,Rap1,62.23076385871
YPR043W,Rap1,1.07070835002325
YPR064W,Rap1,3.9568023506419
YPR075C,Fkh1,0.211391938850284
YPR080W,Rap1,1.90539618403322
YPR093C,Rap1,0.137517758645117
YPR096C,Rap1,3.04416772220264
YPR102C,Rap1,3.77370545867468
YPR106W,Fkh1,2.59463361979655
YPR106W,Rap1,2.09689240659824
YPR111W,Fkh1,3.7975539145583
YPR111W,Rap1,0.10699468688108
YPR127W,Rap1,3.71427094091806
YPR129W,Rap1,2.99549349136737
YPR158C-D,Rap1,1.78317989871001
YPR165W,Fkh1,6.02646414628449
YPR184W,Rap1,2.29560030904364
YPR195C,Fkh1,23.9965745814365
YPR202W,Rap1,0.916448955191299
YPR203W,Rap1,1.44045380595498
YPR204C-A,Rap1,1.82339593694598
