"","L2","L4","L6","L8","U2","U4","U6","U8","T2","T4","T6","T8"
"YDR455C",1.20403568681507,2.72040000761712,1.32876592193766,1.3917245276139,0,0,0,0,0,1.56093784267464,0.125589343693952,0
"YDR461W",7.2242141208904,2.72040000761712,10.6301273755013,4.17517358284171,0,0,0,0,0,0,0.125589343693952,0
"YDR435C",888.176991640581,836.523002342264,503.602284414373,701.429161917407,15.7950135773937,32.1862123462369,6.35498360703092,7.85903662079917,60.8961586165826,40.5843839095405,45.3377530735166,64.8092696820708
"YDL063C",3471.23488508784,2708.15820758284,1738.02582589446,2727.78007412325,13.2678114050107,15.7646754348916,1.73317734737207,7.85903662079917,160.30018224071,143.606281526067,154.726071430949,217.049912614482
"YDR121W",522.952833306677,474.709801329187,348.136671547667,624.884312898642,3.15900271547873,0.656861476453815,1.15545156491471,4.16066644630544,18.8061666315917,4.68281352802391,15.698667961744,15.2852051136959
"YDR178W",3917.93212489623,2754.40500771233,1707.46420968989,2382.632391275,178.799553696096,198.372165889052,43.3294336843017,68.8821444999457,402.989284962679,199.800043862353,153.344588650315,203.59893211443
"YDL013W",467.567191713184,467.908801310145,213.931313431963,431.43460356031,0,2.62744590581526,0,1.38688881543515,35.8212697744603,47.6086042015764,22.9828498959932,52.581105591114
"YDR534C",16.8564996154109,6.8010000190428,10.6301273755013,16.7006943313668,0,0,0,0.924592543623432,0.895531744361508,2.34140676401195,0.627946718469759,3.66844922728703
"YDR392W",585.964034249999,474.709801329187,296.314800592098,507.979452579074,3.79080325857448,9.85292214680723,1.15545156491471,1.38688881543515,31.3436110526528,41.3648528308779,30.2670318302424,31.7932266364876
"YDR034C-A",2.00672614469178,4.08060001142568,1.32876592193766,2.7834490552278,0.631800543095747,0,1.15545156491471,1.38688881543515,0.895531744361508,0.780468921337318,0.627946718469759,0.611408204547838
"YDL132W",2804.60045982123,2116.47120592612,1253.02626438721,2189.18268193667,46.7532401890853,69.6273165041044,12.1322414316045,17.1049620570335,261.49526935356,215.4094222891,170.550328736387,228.666668500891
"YDR535C",18.060535302226,20.4030000571284,17.2739569851896,25.0510414970502,0,0,0,0,1.79106348872302,4.68281352802391,1.50707212432742,2.44563281819135
"YDR202C",577.134439213355,538.63920150819,352.12296931348,569.215331794086,8.21340706024471,7.88233771744578,4.0440804772015,5.54755526174059,23.2838253533992,22.6335987187822,24.6155113640146,23.8449199773657
"YDL050C",3.21076183150684,1.36020000380856,2.65753184387532,1.3917245276139,0,0,0.577725782457357,0,0,0.780468921337318,0.376768031081855,0
"YDR524C-A",1.20403568681507,0,3.98629776581298,2.7834490552278,0,0,0,0,0.895531744361508,0,0.125589343693952,0
"YDL109C",448.703965953082,319.647000895012,200.643654212587,288.086977216078,2.52720217238299,4.59803033517671,1.73317734737207,1.84918508724686,17.0151031428687,7.80468921337318,19.9687056473383,26.9019610001049
"YDR211W",5274.07765347893,4268.30761195126,2563.18946341775,3772.96519436129,82.1340706024471,199.029027365506,60.6612071580224,75.3542923053097,934.039609369053,680.568899406141,541.415660664626,660.320860911665
"YDR110W",1950.13646741147,1619.998204536,1001.889505141,1475.22799927074,15.1632130342979,25.6175975816988,1.15545156491471,14.7934806979749,478.213951489045,290.334438737482,238.494163674815,239.060607978205
