gene,time
YOL140W,<1
YCL010C,<1
YBR302C,<1
YMR064W,<1
YER092W,<1
YML132W,<1
YNL336W,<1
YLR218C,<1
YKL022C,<1
YPL131W,<1
YBR296C-A,<1
snR9,<1
YEL014C,<1
YLR402W,<1
snR161,<1
YIR015W,<1
YMR307C-A,<1
snR24,<1
YJR121W,<1
snR34,<1
YFL034C-A,<1
YIL141W,<1
snR83,<1
snR85,<1
YOR361C,<1
YGR174W-A,<1
snR71,<1
YLR110C,<1
YER078W-A,<1
snR30,<1
YJL047C-A,<1
YHR141C,<1
YNL179C,<1
YLR462W,<1
YPL075W,<1
YOR293C-A,<1
YPR096C,<1
YCL041C,<1
YDR320W-B,<1
YGR228W,<1
YIL100W,<1
YPR016W-A,<1
YDR220C,<1
YOR241W,<1
YNL035C,5.817799097
YER185W,4.249807588
tT(AGU)N1,3.145918994
YPL203W,3.382360502
YFR011C,4.050712787
YBR055C,5.03707849
tQ(UUG)E2,4.944703947
tE(UUC)E3,2.698439325
YAR010C,3.62093663
YLR286C,1.649128625
YLR174W,3.367139459
snR52,3.32565812
tS(AGA)B,2.833038955
YGL169W,4.114146546
YGL162W,1.359112076
YHR083W,2.041020614
tN(GUU)L,2.855156258
tD(GUC)I1,3.863367187
YMR052W,2.842613852
tV(UAC)D,3.121073574
YDL007W,3.216424728
YHR125W,3.781626087
tG(GCC)O2,4.361030824
YPL057C,3.274105333
tG(CCC)O,2.959986661
YDR171W,1.271632656
YDR178W,1.312985572
YIL014C-A,5.382518256
YIL082W,3.10763066
YIL082W-A,3.10763066
YFR029W,5.82653308
YMR058W,3.325729218
tE(UUC)G3,3.461067457
YBL045C,2.00719236
YBL102W,1.182869418
YAR009C,1.388787132
YKR009C,1.077636022
YHL023C,4.527135941
tQ(UUG)H,3.715886521
YFR036W,7.346620441
YBR088C,1.286591919
YFR053C,1.36122465
YBL051C,2.088849926
tL(GAG)G,3.238600924
YDR034C-A,4.813557101
tS(AGA)G,3.321454939
YHR132C,1.554423294
tQ(CUG)M,5.693629167
YER097W,3.523939321
tD(GUC)J3,3.07513162
tV(AAC)K1,7.031726846
tV(AAC)M2,3.78607055
YJL101C,3.565462717
tX(XXX)D,2.633711928
YJL011C,3.642836341
YDR435C,7.081543024
YOR161C,1.352857233
YCR098C,1.285400281
tL(UAG)J,3.346788679
YGR150C,2.731547902
tD(GUC)J4,3.079190722
tW(CCA)P,2.491105906
tA(UGC)A,3.62093663
tN(GUU)O2,3.789987718
YOR171C,5.630934048
YPL082C,3.690400504
YDL020C,1.863394876
YDR397C,9.87156969
YNL251C,1.915023981
YPR009W,3.681056211
tG(GCC)P2,5.160463761
YGL200C,2.127104472
YOR231W,2.317006995
YLR251W,3.58703817
tS(AGA)A,3.462739106
tV(AAC)M3,3.351104797
YDR074W,6.802921967
tG(GCC)O1,4.831855865
tI(AAU)P1,4.075807296
YEL065W,1.930255039
tK(UUU)L,2.624803296
snR33,2.976476635
YNL133C,2.113886996
RDN5-6,5.327314311
tS(UGA)I,3.022883467
tG(GCC)F1,3.831663487
tS(AGA)J,4.01843161
tL(CAA)G2,3.65490078
YER020W,7.711726056
tT(AGU)N2,5.493872497
YDR058C,2.615343921
YNL293W,2.485318244
tK(CUU)P,3.854497107
tD(GUC)I2,3.570066873
tL(UAA)B1,3.380427187
tD(GUC)L1,3.948193086
YML031W,1.687062157
YDR098C-B,3.608863286
YDR098C-A,3.608863286
YDR388W,3.166776836
tK(UUU)G1,3.383560464
tV(AAC)G3,3.122461732
YGL198W,2.127104472
snR6,3.983833472
tA(AGC)J,4.432000348
tF(GAA)F,3.881009344
YJL063C,2.615309348
tP(UGG)L,5.975257592
YBR049C,1.718321974
tN(GUU)P,4.057343514
tW(CCA)J,3.378184415
tT(AGU)H,4.377439458
tE(CUC)I,4.361337141
YNL021W,1.301300686
tP(UGG)H,5.012228152
tI(AAU)P2,4.237130741
tD(GUC)D,2.615343921
tE(UUC)I,4.781465115
YML032C,1.687062157
YMR115W,3.4830875
tY(GUA)M2,5.71245593
YJL062W-A,2.615309348
YBL001C,2.728007249
YPL207W,3.655547487
tL(UAA)J,4.0393642
YNL138W-A,2.023090094
tL(CAA)G3,4.483382477
tL(CAA)D,4.952510397
YDR353W,2.508396467
tN(GUU)O1,3.361000157
tE(UUC)G2,3.175037078
YER094C,1.554445404
tS(AGA)L,4.775021398
YBR214W,2.987006381
YJL028W,5.142840281
YMR072W,2.182197149
tE(UUC)C,3.398774342
tQ(UUG)D1,4.813557101
tM(CAU)O1,3.428074535
tQ(UUG)L,3.697147101
YKR011C,2.428597917
YPL265W,1.833436797
tC(GCA)P2,4.989847531
tG(GCC)D2,3.915892593
YNL192W,1.615304003
YGR048W,2.719273248
tR(ACG)K,4.325993075
tF(GAA)H1,5.655214398
tD(GUC)M,3.129318381
tM(CAU)P,3.961279883
tD(GUC)B,3.268852299
tM(CAU)D,5.162606827
tP(UGG)O1,3.923524468
YER035W,1.341456915
YDR098C,5.034965716
YMR202W,1.905795784
tE(UUC)G1,2.268084475
YBR067C,1.455621382
YNL015W,2.871605511
tR(UCU)G3,3.45385659
YIL102C,4.956352745
YFR037C,1.43449216
tP(UGG)O3,3.75252703
tA(AGC)F,5.5688816
tC(GCA)P1,4.415098813
YFR038W,1.43449216
YCL039W,1.670636311
YER025W,1.402679159
tF(GAA)P2,3.28968605
tH(GUG)M,3.774102262
YFL015W-A,3.189083708
tG(UCC)G,4.355147826
YHR008C,2.379555395
tL(UAG)L1,2.52792276
tT(AGU)O1,3.539955131
YHR037W,1.785689576
YNL071W,3.233698258
YOR173W,10.41700507
tC(GCA)G,4.593068304
YNL297C,3.77495967
YNL135C,3.418625729
YHR132W-A,1.554423294
YPR132W,1.912950028
tT(AGU)D,2.633551245
YLR334C,4.25880173
tR(UCU)J2,3.07513162
tL(CAA)C,2.715802173
YJR049C,3.387673968
tG(GCC)J1,3.85162965
tI(AAU)L2,5.65947349
YBR038W,1.644862685
YAL054C,2.886653298
YFL016C,3.189083708
tM(CAU)J1,5.142840281
tA(AGC)H,4.960284416
tS(AGA)D2,4.101010719
tR(UCU)K,2.848785052
YBR033W,2.687385624
YDL079C,1.748852998
tR(UCU)G1,2.089614387
YGR020C,2.242291176
YPL127C,2.253990593
tR(CCU)J,4.178620694
tL(UAA)K,4.156035581
YGR161C-C,1.226573992
YGR161C-D,1.226573992
YMR082C,1.627872395
YOL005C,4.543088639
YML063W,1.440606412
tF(GAA)G,3.184205652
YLR114C,1.471278648
tA(AGC)K1,4.868544634
YNL042W-B,5.439056864
tK(CUU)D2,5.60232715
tH(GUG)E1,2.980434503
tW(CCA)K,3.061980037
YML069W,1.444223811
tG(GCC)F2,3.966202534
tL(CAA)N,2.999058445
tD(GUC)K,3.600038088
YIR033W,4.573993246
tI(AAU)D,4.691474702
YJR003C,1.1780254
YOL103W-A,2.272292211
YOL103W-B,2.272292211
tK(CUU)E1,6.334401183
tL(CAA)A,4.357294538
snR191,2.258179614
tM(CAU)J2,4.905056835
tA(UGC)E,4.581867185
tF(GAA)H2,3.781626087
tR(ACG)D,4.003620454
YML030W,2.064174193
YIR016W,3.138414271
tV(UAC)B,3.986650356
tG(GCC)M,5.187220517
tI(AAU)I2,5.033612878
tK(UUU)D,4.386832493
YPR030W,10.39961228
YJL194W,2.367179192
tI(AAU)E2,6.067893539
YOR286W,1.620310626
tT(CGU)K,4.814322858
YMR022W,1.494819217
tR(UCU)G2,5.030936478
tL(UAA)B2,5.03707849
YMR140W,3.994732242
tP(UGG)N1,5.439056864
tK(UUU)O,3.186934918
YDR500C,1.483617637
tS(AGA)D3,3.611398921
tG(GCC)J2,3.756852262
tE(UUC)P,2.982579052
tR(ACG)J,3.770816018
tA(AGC)D,5.300126879
tL(UAG)L2,2.924020736
tS(GCU)O,3.454779085
tV(CAC)H,2.517910212
tP(UGG)M,4.134072741
tS(UGA)E,2.409198539
YJL202C,2.058655481
YOR072W-B,5.258780668
tN(GUU)K,4.509336186
tK(CUU)G1,5.772690382
tL(CAA)K,3.918290427
tG(GCC)D1,5.477902357
tV(AAC)E2,4.590463289
tP(UGG)N2,3.583690735
YOL013W-A,3.923524468
tY(GUA)M1,3.183092865
tE(CUC)D,5.47260313
tR(CCG)L,3.27332856
YLR441C,1.587977716
tD(GUC)O,2.59965711
YBR221W-A,1.567270574
tG(GCC)G2,3.401955278
tA(AGC)L,4.982156058
YNR035C,2.178755331
YML028W,2.63930854
YBL007C,1.967209459
tT(AGU)I1,4.956352745
tT(UGU)H,2.367998395
RDN5-4,3.321302074
YDL174C,1.714416351
tL(CAA)L,2.554430414
tG(CCC)D,3.490931066
tR(UCU)M2,3.63198437
YDL161W,7.688846729
YKL031W,1.836332564
tR(UCU)D,2.615343921
YNL327W,1.540799858
tL(CAA)G1,3.097125937
tK(CUU)I,5.335361759
tY(GUA)J2,3.810400611
tI(AAU)I1,4.962719707
tM(CAU)J3,4.423543093
tK(UUU)K,5.717542238
tV(AAC)L,2.534867644
tP(UGG)O2,5.258780668
tY(GUA)O,2.689959661
tK(CUU)G2,4.114146546
tF(GAA)B,2.351687181
YJL217W,3.765478705
tA(AGC)M2,4.601111623
tT(AGU)O2,4.139186648
tY(GUA)F2,5.82653308
tH(GUG)G1,4.665998794
tY(GUA)D,4.008086903
YJL201W,2.058655481
tN(GUU)C,3.467109171
tS(GCU)F,3.412621798
tG(GCC)G1,5.431520137
tF(GAA)N,2.113886996
tE(UUC)B,4.182728149
snR53,1.960994404
tP(UGG)F,4.406259493
tK(CUU)J,3.642836341
YDR445C,5.60232715
tK(CUU)F,7.346620441
tK(UUU)P,4.613546068
YNL157W,1.608455243
YNL121C,1.401849887
YML089C,2.235978098
YMR159C,10.27099052
snR61,1.722326822
tR(UCU)B,3.268852299
tR(ACG)L,3.952959375
tT(AGU)I2,5.382518256
tT(UGU)P,4.098992208
YMR135C,3.069711824
YKR094C,2.474604895
YKL190W,1.263991618
tH(GUG)G2,3.811445512
tT(UGU)G2,3.068117356
tH(GUG)H,4.527135941
tR(ACG)O,2.902674478
tX(XXX)L,2.316830771
tE(UUC)L,4.25880173
tM(CAU)M,3.591356739
YDR278C,5.47260313
YLR312W-A,3.592942872
tV(CAC)D,5.261125263
tK(CUU)D1,5.073026796
tY(GUA)J1,3.185655255
tF(GAA)M,2.157592198
tL(CAA)M,3.426985128
YER019C-A,1.26475465
tH(GUG)K,3.900601633
tW(CCA)G1,2.216952928
tN(GUU)G,4.061021445
tK(CUU)K,4.735938866
tA(UGC)G,4.756809847
tI(AAU)N1,5.817799097
tD(GUC)J2,4.4397881
RDN5-3,5.514743851
tK(CUU)M,5.173459524
tR(UCU)M1,3.181593123
tT(AGU)J,5.351868797
YFL021W,4.741885943
YHR180W-A,2.367998395
tL(UAA)L,2.228744256
YPL015C,3.012870443
RDN5-5,4.915978848
tV(AAC)O,3.489925292
tQ(UUG)E1,3.320425885
tQ(UUG)B,3.030325126
tE(UUC)M,2.518067807
tK(CUU)E2,4.642961508
tT(AGU)C,2.686609524
tV(AAC)J,2.978425572
tK(CUU)G3,3.492509127
tE(UUC)E2,3.523939321
tM(CAU)E,2.651980495
tT(AGU)B,5.434047943
tG(UCC)N,4.505046999
tD(GUC)G1,3.441931766
YDL162C,7.688846729
tI(AAU)N2,2.555218283
tW(CCA)M,2.842613852
tS(AGA)D1,3.216424728
tL(UAA)D,2.539407666
YCR064C,3.024044888
tQ(UUG)D3,4.53330494
tY(GUA)F1,4.050712787
tS(UGA)P,4.901737865
tV(AAC)E1,3.3486532
tG(GCC)C,2.976476635
tT(UGU)G1,2.058034339
tR(UCU)J1,4.4397881
tG(GCC)P1,2.66960217
tQ(UUG)D2,5.034965716
YPR108W-A,4.098992208
tI(UAU)L,3.253092647
tI(AAU)B,4.461624932
YNL285W,4.505046999
YAL062W,<1
YAL058W,<1
YAL039C,<1
YAL038W,<1
YAL037C-B,<1
YAL033W,<1
YAL031W-A,<1
YAL025C,<1
YAL023C,<1
YAL022C,<1
YAL015C,<1
YAR002W,<1
YAR002C-A,<1
YAR015W,<1
YAR070C,<1
YBL100W-A,<1
YBL098W,<1
YBL092W,<1
YBL090W,<1
YBL089W,<1
YBL076C,<1
YBL059W,<1
YBL054W,<1
YBL042C,<1
YBL039C,<1
YBL037W,<1
YBL034C,<1
YBL030C,<1
YBL025W,<1
YBL003C,<1
YBR004C,<1
YBR009C,<1
YBR015C,<1
YBR019C,<1
YBR028C,<1
YBR031W,<1
YBR034C,<1
YBR046C,<1
YBR057C,<1
YBR060C,<1
YBR061C,<1
YBR083W,<1
YBR087W,<1
YBR089W,<1
YBR091C,<1
YBR093C,<1
YBR094W,<1
YBR103C-A,<1
YBR112C,<1
YBR118W,<1
YBR132C,<1
YBR146W,<1
YBR152W,<1
YBR155W,<1
YBR158W,<1
YBR160W,<1
YBR162W-A,<1
YBR165W,<1
YBR166C,<1
YBR169C,<1
YBR191W-A,<1
YBR193C,<1
YBR195C,<1
YBR202W,<1
YBR215W,<1
YBR218C,<1
YBR222C,<1
YBR230W-A,<1
YBR237W,<1
YBR239C,<1
YBR242W,<1
YBR243C,<1
YBR245C,<1
YBR247C,<1
YBR249C,<1
YBR252W,<1
YBR258C,<1
YBR261C,<1
YBR265W,<1
YBR267W,<1
YBR269C,<1
YBR271W,<1
YBR280C,<1
YBR282W,<1
YBR285W,<1
YBR286W,<1
YBR287W,<1
YBR291C,<1
YBR295W,<1
YBR298C-A,<1
YCL067C,<1
YCL064C,<1
YCL061C,<1
YCL058W-A,<1
YCL054W,<1
YCL052C,<1
YCL050C,<1
YCL035C,<1
snR43,<1
YCR004C,<1
YCR012W,<1
YCR021C,<1
YCR024C,<1
YCR033W,<1
YCR034W,<1
YCR039C,<1
YCR043C,<1
YCR044C,<1
YCR072C,<1
YCR077C,<1
YCR081W,<1
YCR083W,<1
YCR087C-A,<1
YCR090C,<1
YCR094W,<1
YCR097W-A,<1
YCR106W,<1
YDL240C-A,<1
YDL238C,<1
YDL235C,<1
YDL228C,<1
YDL212W,<1
YDL204W,<1
YDL201W,<1
YDL192W,<1
YDL184C,<1
YDL181W,<1
YDL180W,<1
YDL175C,<1
YDL170W,<1
YDL159W-A,<1
YDL156W,<1
YDL153C,<1
YDL146W,<1
YDL135C,<1
YDL132W,<1
YDL122W,<1
YDL117W,<1
YDL111C,<1
YDL101C,<1
YDL088C,<1
YDL084W,<1
YDL081C,<1
snR63,<1
YDL070W,<1
YDL069C,<1
YDL064W,<1
YDL063C,<1
YDL060W,<1
YDL058W,<1
YDL056W,<1
YDL055C,<1
YDL053C,<1
YDL050C,<1
YDL048C,<1
YDL043C,<1
YDL031W,<1
YDL015C,<1
YDL013W,<1
YDL006W,<1
YDL003W,<1
YDR002W,<1
YDR007W,<1
YDR008C,<1
YDR012W,<1
YDR021W,<1
YDR024W,<1
YDR033W,<1
YDR035W,<1
YDR037W,<1
YDR038C,<1
YDR039C,<1
YDR049W,<1
YDR054C,<1
YDR059C,<1
YDR060W,<1
YDR064W,<1
YDR073W,<1
YDR075W,<1
YDR077W,<1
YDR081C,<1
YDR083W,<1
YDR119W,<1
YDR126W,<1
YDR131C,<1
YDR137W,<1
YDR143C,<1
YDR147W,<1
YDR152W,<1
YDR153C,<1
YDR158W,<1
YDR159W,<1
YDR166C,<1
YDR174W,<1
YDR177W,<1
YDR183W,<1
YDR184C,<1
YDR189W,<1
YDR190C,<1
YDR195W,<1
YDR198C,<1
YDR206W,<1
YDR212W,<1
YDR214W,<1
YDR215C,<1
YDR225W,<1
YDR227W,<1
YDR228C,<1
YDR234W,<1
YDR240C,<1
YDR247W,<1
YDR258C,<1
YDR270W,<1
YDR275W,<1
YDR281C,<1
YDR283C,<1
YDR291W,<1
YDR298C,<1
YDR300C,<1
YDR302W,<1
YDR304C,<1
YDR305C,<1
YDR313C,<1
YDR314C,<1
YDR322W,<1
YDR324C,<1
YDR327W,<1
YDR328C,<1
YDR337W,<1
YDR338C,<1
YDR342C,<1
YDR343C,<1
YDR349C,<1
YDR350C,<1
YDR354W,<1
YDR357C,<1
YDR361C,<1
YDR380W,<1
YDR381W,<1
YDR382W,<1
YDR385W,<1
YDR386W,<1
YDR398W,<1
YDR399W,<1
YDR407C,<1
YDR422C,<1
YDR424C,<1
YDR428C,<1
YDR432W,<1
YDR434W,<1
YDR439W,<1
YDR449C,<1
YDR457W,<1
YDR458C,<1
YDR464W,<1
YDR484W,<1
YDR485C,<1
YDR489W,<1
YDR493W,<1
YDR496C,<1
YDR497C,<1
YDR505C,<1
YDR507C,<1
YDR528W,<1
YDR545C-A,<1
YIL177C,<1
YIL156W-B,<1
YIL144W,<1
YIL132C,<1
YIL131C,<1
YIL125W,<1
YIL124W,<1
YIL123W,<1
YIL119C,<1
YIL118W,<1
YIL117C,<1
YIL107C,<1
YIL106W,<1
YIL104C,<1
YIL102C-A,<1
YIL094C,<1
YIL093C,<1
YIL085C,<1
YIL084C,<1
YIL075C,<1
YIL063C,<1
YIL062C,<1
YIL053W,<1
YIL051C,<1
YIL049W,<1
YIL043C,<1
YIL039W,<1
YIL036W,<1
YIL035C,<1
YIL023C,<1
YIL018W,<1
YIR001C,<1
YIR003W,<1
YIR004W,<1
YIR008C,<1
YIR021W,<1
YIR031C,<1
YIR037W,<1
YEL075C,<1
YEL072W,<1
YEL066W,<1
YEL058W,<1
snR80,<1
YEL050W-A,<1
YEL048C,<1
YEL046C,<1
YEL042W,<1
YEL041W,<1
YEL040W,<1
YEL037C,<1
YEL031W,<1
YEL026W,<1
YEL010W,<1
YEL007W,<1
YEL003W,<1
YEL002C,<1
YER005W,<1
YER006W,<1
YER007W,<1
YER007C-A,<1
snR14,<1
YER013W,<1
YER017C,<1
YER034W,<1
YER036C,<1
YER038W-A,<1
YER059W,<1
YER061C,<1
YER065C,<1
YER067C-A,<1
YER071C,<1
YER077C,<1
YER080W,<1
YER082C,<1
YER086W,<1
YER088C,<1
YER089C,<1
YER093C,<1
YER105C,<1
YER110C,<1
YER113C,<1
YER117W,<1
YER121W,<1
YER128W,<1
snR4,<1
YER134C,<1
YER148W,<1
YER147C-A,<1
YER161C,<1
YER162C,<1
YER164W,<1
YER166W,<1
YER173W,<1
YER175C,<1
YER183C,<1
YER186C,<1
YER190C-A,<1
YFL067W,<1
YFL066C,<1
YFL065C,<1
YFL064C,<1
YFL055W,<1
YFL049W,<1
YFL048C,<1
YFL041W,<1
YFL036W,<1
YFL017C,<1
YFL004W,<1
YFL001W,<1
YFR001W,<1
YFR021W,<1
YFR028C,<1
YFR032C-A,<1
YFR040W,<1
YFR044C,<1
YFR049W,<1
YFR052C-A,<1
YGL252C,<1
YGL247W,<1
YGL242C,<1
YGL237C,<1
YGL234W,<1
YGL233W,<1
YGL232W,<1
YGL231C,<1
YGL214W,<1
YGL212W,<1
YGL207W,<1
YGL206C,<1
YGL196W,<1
YGL189C,<1
YGL177W,<1
YGL155W,<1
YGL133W,<1
YGL129C,<1
YGL125W,<1
YGL122C,<1
YGL109W,<1
YGL102C,<1
YGL100W,<1
YGL099W,<1
YGL093W,<1
YGL092W,<1
snR10,<1
YGL082W,<1
YGL078C,<1
snR39,<1
snR39B,<1
YGL066W,<1
YGL065C,<1
YGL059W,<1
YGL055W,<1
YGL041W-A,<1
YGL029W,<1
YGL021W,<1
YGL016W,<1
YGL008C,<1
YGL006W-A,<1
YGR001C,<1
YGR002C,<1
YGR012W,<1
YGR014W,<1
YGR023W,<1
YGR027C,<1
YGR030C,<1
YGR040W,<1
YGR049W,<1
YGR059W,<1
YGR061C,<1
YGR067C,<1
YGR068C,<1
YGR070W,<1
YGR071C,<1
YGR074W,<1
YGR075C,<1
YGR080W,<1
YGR083C,<1
YGR089W,<1
YGR094W,<1
YGR095C,<1
YGR097W,<1
YGR103W,<1
YGR104C,<1
YGR107W,<1
YGR108W,<1
YGR109C,<1
YGR110W,<1
YGR128C,<1
YGR130C,<1
YGR139W,<1
YGR145W,<1
YGR146C-A,<1
YGR152C,<1
YGR157W,<1
YGR158C,<1
YGR166W,<1
YGR169C,<1
YGR169C-A,<1
YGR175C,<1
YGR183C,<1
YGR185C,<1
YGR187C,<1
YGR188C,<1
YGR191W,<1
YGR192C,<1
YGR199W,<1
YGR204C-A,<1
YGR215W,<1
YGR216C,<1
YGR218W,<1
snR7-L,<1
YGR234W,<1
YGR235C,<1
YGR238C,<1
YGR239C,<1
YGR240C,<1
YGR243W,<1
YGR254W,<1
YGR264C,<1
YGR267C,<1
YGR271C-A,<1
YGR280C,<1
YGR285C,<1
YGR296C-A,<1
YHR001W,<1
YHR002W,<1
YHR004C,<1
YHR011W,<1
YHR016C,<1
YHR030C,<1
YHR032W,<1
YHR036W,<1
YHR039C,<1
YHR046C,<1
YHR049W,<1
YHR049C-A,<1
YHR052W,<1
YHR054C,<1
YHR057C,<1
YHR058C,<1
YHR061C,<1
YHR065C,<1
YHR072W,<1
YHR085W,<1
YHR086W,<1
YHR089C,<1
YHR091C,<1
YHR092C,<1
YHR096C,<1
YHR097C,<1
YHR100C,<1
YHR103W,<1
YHR108W,<1
YHR111W,<1
YHR122W,<1
YHR131C,<1
snR32,<1
YHR143W,<1
YHR149C,<1
YHR152W,<1
YHR156C,<1
YHR165C,<1
YHR167W,<1
YHR168W,<1
YHR169W,<1
YHR170W,<1
YHR174W,<1
YHR184W,<1
YHR195W,<1
YHR197W,<1
YHR198C,<1
YHR201C,<1
YHR209W,<1
YHR213W-B,<1
YHR214C-C,<1
YHR214C-E,<1
YHR216W,<1
YJL208C,<1
YJL197W,<1
YJL191W,<1
YJL189W,<1
YJL186W,<1
YJL180C,<1
YJL172W,<1
YJL160C,<1
YJL159W,<1
YJL155C,<1
YJL154C,<1
YJL138C,<1
YJL136W-A,<1
YJL136C,<1
YJL133C-A,<1
YJL127W-A,<1
YJL127C-B,<1
YJL118W,<1
YJL117W,<1
YJL113W,<1
YJL110C,<1
YJL109C,<1
snR37,<1
YJL099W,<1
YJL097W,<1
YJL092W,<1
YJL091C,<1
YJL090C,<1
YJL081C,<1
YJL072C,<1
YJL065C,<1
YJL061W,<1
YJL055W,<1
YJL053W,<1
YJL050W,<1
YJL041W,<1
YJL033W,<1
YJL025W,<1
YJL023C,<1
YJL016W,<1
YJL013C,<1
YJL001W,<1
YJR009C,<1
YJR013W,<1
YJR028W,<1
YJR030C,<1
YJR045C,<1
YJR048W,<1
YJR058C,<1
YJR069C,<1
YJR072C,<1
YJR075W,<1
YJR080C,<1
YJR082C,<1
YJR095W,<1
YJR097W,<1
YJR103W,<1
YJR116W,<1
YJR118C,<1
YJR122W,<1
YJR123W,<1
YJR124C,<1
YJR125C,<1
snR3,<1
YJR132W,<1
YJR136C,<1
YJR142W,<1
YJR144W,<1
YJR157W,<1
YKL217W,<1
YKL215C,<1
YKL205W,<1
YKL191W,<1
YKL188C,<1
YKL185W,<1
YKL184W,<1
YKL182W,<1
YKL181W,<1
YKL172W,<1
YKL164C,<1
YKL160W,<1
YKL155C,<1
YKL152C,<1
YKL149C,<1
YKL148C,<1
YKL145W,<1
YKL143W,<1
YKL140W,<1
YKL139W,<1
YKL129C,<1
YKL125W,<1
YKL115C,<1
YKL114C,<1
YKL110C,<1
YKL109W,<1
YKL108W,<1
YKL101W,<1
YKL089W,<1
YKL087C,<1
YKL084W,<1
YKL082C,<1
snR38,<1
YKL080W,<1
YKL079W,<1
YKL077W,<1
YKL065C,<1
YKL060C,<1
YKL057C,<1
YKL056C,<1
YKL054C,<1
YKL053W,<1
YKL049C,<1
YKL047W,<1
YKL040C,<1
YKL038W,<1
YKL035W,<1
YKL027W,<1
YKL026C,<1
YKL021C,<1
YKR004C,<1
YKR010C,<1
YKR013W,<1
YKR016W,<1
YKR039W,<1
YKR043C,<1
YKR052C,<1
YKR056W,<1
YKR058W,<1
YKR060W,<1
YKR061W,<1
snR42,<1
YKR063C,<1
YKR065C,<1
YKR077W,<1
YKR083C,<1
YKR099W,<1
YLL066C,<1
YLL061W,<1
YLL042C,<1
YLL040C,<1
YLL037W,<1
YLL027W,<1
YLL024C,<1
YLL023C,<1
YLL021W,<1
YLL018C-A,<1
YLL011W,<1
YLR002C,<1
YLR003C,<1
YLR014C,<1
YLR021W,<1
YLR022C,<1
YLR029C,<1
YLR032W,<1
YLR042C,<1
YLR043C,<1
YLR050C,<1
YLR052W,<1
YLR056W,<1
YLR057W,<1
YLR069C,<1
YLR073C,<1
YLR075W,<1
YLR081W,<1
YLR107W,<1
YLR113W,<1
YLR116W,<1
YLR121C,<1
YLR128W,<1
YLR145W,<1
YLR148W,<1
YLR151C,<1
YLR158C,<1
YLR167W,<1
YLR175W,<1
YLR179C,<1
YLR181C,<1
YLR186W,<1
YLR193C,<1
YLR197W,<1
YLR198C,<1
YLR200W,<1
YLR201C,<1
YLR236C,<1
YLR241W,<1
YLR242C,<1
YLR244C,<1
YLR248W,<1
YLR249W,<1
YLR256W-A,<1
YLR262C,<1
YLR264C-A,<1
YLR268W,<1
YLR270W,<1
YLR276C,<1
YLR285C-A,<1
YLR287C,<1
YLR288C,<1
YLR292C,<1
YLR293C,<1
YLR307C-A,<1
YLR313C,<1
YLR321C,<1
YLR332W,<1
YLR340W,<1
YLR342W,<1
YLR342W-A,<1
YLR347C,<1
YLR352W,<1
YLR355C,<1
YLR356W,<1
YLR358C,<1
YLR360W,<1
YLR361C,<1
YLR364W,<1
snR44,<1
YLR368W,<1
YLR370C,<1
YLR372W,<1
YLR376C,<1
YLR381W,<1
YLR383W,<1
YLR396C,<1
YLR397C,<1
YLR401C,<1
YLR404W,<1
YLR407W,<1
YLR409C,<1
YLR410W-A,<1
YLR411W,<1
YLR414C,<1
YLR429W,<1
YLR430W,<1
YLR435W,<1
YLR436C,<1
YLR440C,<1
YLR442C,<1
YLR449W,<1
YLR453C,<1
YLR455W,<1
YLR466C-A,<1
YLR467C-A,<1
YML133C,<1
YML130C,<1
YML123C,<1
YML114C,<1
YML108W,<1
YML107C,<1
YML096W,<1
YML093W,<1
YML084W,<1
YML081W,<1
YML078W,<1
YML077W,<1
YML075C,<1
YML072C,<1
YML062C,<1
YML060W,<1
YML058W,<1
YML056C,<1
YML051W,<1
YML050W,<1
YML043C,<1
YML038C,<1
YML037C,<1
YML016C,<1
YML012W,<1
YML009C-A,<1
YMR001C-A,<1
YMR003W,<1
YMR006C,<1
YMR010W,<1
YMR032W,<1
YMR033W,<1
YMR038C,<1
YMR039C,<1
YMR043W,<1
YMR044W,<1
YMR051C,<1
YMR067C,<1
YMR068W,<1
YMR069W,<1
YMR070W,<1
YMR073C,<1
YMR083W,<1
YMR093W,<1
YMR094W,<1
YMR104C,<1
YMR107W,<1
YMR108W,<1
YMR110C,<1
YMR120C,<1
YMR122W-A,<1
YMR125W,<1
YMR129W,<1
YMR130W,<1
YMR132C,<1
YMR136W,<1
YMR145C,<1
YMR152W,<1
YMR153W,<1
YMR161W,<1
YMR162C,<1
YMR168C,<1
YMR173W,<1
YMR180C,<1
YMR185W,<1
YMR186W,<1
YMR187C,<1
YMR191W,<1
YMR192W,<1
snR11,<1
YMR199W,<1
YMR203W,<1
YMR204C,<1
YMR211W,<1
YMR217W,<1
YMR220W,<1
YMR222C,<1
YMR229C,<1
YMR238W,<1
YMR241W,<1
YMR250W,<1
YMR258C,<1
YMR259C,<1
YMR260C,<1
YMR263W,<1
YMR269W,<1
YMR270C,<1
YMR274C,<1
YMR282C,<1
YMR289W,<1
YMR294W-A,<1
YMR299C,<1
YMR300C,<1
YMR303C,<1
YMR306C-A,<1
YNL339C,<1
YNL330C,<1
YNL322C,<1
YNL316C,<1
YNL301C,<1
YNL292W,<1
snR40,<1
YNL286W,<1
YNL278W,<1
YNL267W,<1
YNL261W,<1
YNL260C,<1
YNL252C,<1
