cluster,gene
8,YDR100W
8,YNL305C
8,YCL028W
8,YGR239C
8,YGL129C
8,YNR006W
8,YCL061C
8,YBR228W
8,YHR167W
8,YHR057C
8,YGR101W
8,YML054C
8,YIR032C
8,YDL110C
8,YBL091C
8,YBL090W
8,YEL043W
8,YKL129C
8,YIL064W
8,YIL065C
8,YPR158W
8,YPR062W
8,YBR067C
8,YGL207W
8,YDL144C
8,YDL143W
8,YJR049C
8,YDL193W
8,YER087C-B
8,YGR111W
8,YOR291W
8,YBR015C
8,YJL091C
8,YDR210W-B
8,YMR181C
8,YPL186C
8,YOL060C
8,YPL152W
8,YHR149C
8,YCL039W
8,YBR236C
8,YJL057C
8,YNR047W
8,YER170W
8,YPR193C
8,YFR037C
8,YFR038W
8,YNL275W
8,YER078W-A
8,YER155C
8,YDR275W
8,YBR023C
8,YHL006C
8,YHR072W
8,YHR020W
8,YHR019C
8,YJL210W
8,YPR030W
8,YJR100C
8,YFL042C
8,YGR109C
8,YPL091W
8,YNL293W
8,YOL007C
8,YHR152W
8,YGR204W
8,YGR056W
8,YKL007W
9,YOL146W
9,YOR311C
9,YOR204W
9,YNL061W
9,YDL240C-A
9,YDL159W
9,YFR049W
9,YPL250C
9,YHR089C
9,YDR201W
9,YCL050C
9,YLR410W
9,YAL056W
9,YNL098C
9,YDL095W
9,YDL097C
9,YCL052C
9,YDR318W
9,YLR279W
9,YJL146W
9,YLR278C
9,YHR032C-A
9,YDL120W
9,YDL121C
9,YGL172W
9,YIL102C-A
9,YCL049C
9,YAL007C
9,YDR494W
9,YPR052C
9,YNL135C
9,YER025W
9,YJR010C-A
9,YKL091C
9,YDR519W
9,YER091C
9,YGR175C
9,YHR008C
9,YMR250W
9,YCL041C
9,YCL042W
9,YGL127C
9,YHR104W
9,YBR096W
9,YGR062C
9,YOR161C
9,YMR008C
9,YOR317W
9,YMR136W
9,YKR067W
9,YKR080W
9,YOR250C
9,YAL012W
9,YCR035C
9,YCR036W
9,YPL114W
9,YNR059W
9,YCL008C
9,YPR190C
9,YPR191W
9,YCL005W-A
9,YJL166W
9,YGR106C
9,YHL029C
9,YMR104C
9,YER035W
9,YAR002C-A
9,YJL078C
9,YBL040C
9,YFL014W
9,YER053C-A
9,YER074W
9,YML026C
9,YLR448W
9,YBR072W
9,YFR044C
9,YJL035C
9,YJL034W
9,YMR200W
9,YNR052C
9,YDL198C
9,YJL180C
9,YPL064C
9,YOR329C
9,YDR308C
9,YGR264C
9,YIR001C
9,YDR291W
9,YNL131W
9,YLR003C
9,YEL040W
9,YAL023C
9,YNL081C
9,YBR166C
9,YDR158W
9,YDL049C
9,YGL161C
9,YHR018C
9,YIL145C
9,YIL029C
9,YNL149C
9,YER017C
9,YKR011C
9,YKL190W
9,YKR075C
9,YPL123C
9,YER113C
9,YMR315W
9,YDR309C
9,YBR256C
9,YGR271C-A
9,YNL122C
9,YMR305C
9,YMR218C
9,YKL058W
9,YNL268W
9,YKL080W
9,YDR353W
9,YNL004W
9,YOL032W
9,YFL001W
9,YOR199W
9,YMR314W
10,YLR406C
10,YOR254C
10,YMR237W
10,YIL091C
10,YNL327W
10,YOL005C
10,YDL131W
10,snR85
10,YDR186C
10,YNR026C
10,YLR208W
10,YLR291C
10,YPR166C
10,YDR462W
10,YIR011C
10,YIR012W
10,YGR086C
10,YGR063C
10,YDR392W
10,YER130C
10,YIL156W-B
10,YML010W
10,YPR189W
10,YBR238C
10,YLR361C
10,YER019W
10,YFL030W
10,YOR069W
10,YHR198C
10,YGL112C
10,YER156C
10,YHR026W
10,YMR220W
10,YMR311C
10,YHR037W
10,YJL173C
10,YDR238C
10,YPR088C
10,YPR089W
10,YEL015W
10,YML062C
10,YDL046W
10,YJR083C
10,YLR345W
10,YIR039C
10,YER093C
10,YOR026W
10,YLR151C
10,YLR128W
10,YPR148C
10,YPR202W
10,YGR038C-B
10,YLR270W
10,YDL211C
10,YLR369W
10,YLR071C
10,YDR264C
10,YHR133C
10,YMR107W
10,YPL118W
10,YHR134W
10,YGL151W
10,YGL152C
10,YNL272C
10,YCL067C
10,YJL171C
10,YDR016C
10,YPL267W
10,YOR031W
10,YNL021W
10,YJL102W
10,YHL025W
10,YBR278W
10,YHR155W
10,YPR106W
10,YFR014C
10,YOR382W
10,YFR004W
10,YPR198W
10,YJL183W
10,YDR511W
10,YLR114C
10,YPR114W
10,YOR215C
10,YIL100W
10,YLR258W
10,YJR066W
10,YJR065C
10,YFR015C
10,YNR019W
10,YBR029C
10,YGR130C
10,YPR055W
10,YCL035C
10,YAL041W
10,YOL048C
10,YEL011W
10,YKR058W
10,YGR188C
10,YBL100W-C
10,YBL101C
10,YHR111W
10,YLR201C
10,YOR259C
10,YDR181C
10,YKR047W
10,YKR046C
10,YPL203W
10,YOR260W
10,YGL179C
10,YPR036W
10,YNL009W
10,YGR281W
10,YNR022C
10,YNL160W
10,YBR193C
10,YKL100C
10,YHL035C
10,YBR254C
10,YMR070W
10,YJR080C
10,YER182W
10,YOR066W
10,YML048W
10,YML049C
10,YDR497C
10,YBR122C
10,YHR108W
10,YLR251W
10,YLR097C
10,YNL024C
10,YER105C
10,YIL155C
10,YBR126C
10,YBR126W-A
10,YFL021W
10,YAR019C
10,YDL108W
10,YDR074W
10,YDL106C
10,YGR181W
10,YOR216C
10,YPR154W
10,YIL033C
10,YMR036C
10,YLR007W
10,YIL117C
10,YML069W
10,YKL023C-A
10,YKL023W
10,YDL126C
10,YGR030C
10,YOR362C
10,YDL029W
10,YOR138C
10,YGL047W
10,YHL026C
10,YGL048C
10,YPL195W
10,YOR052C
10,YNL212W
10,YOR257W
10,YGR008C
10,YGR156W
10,YBR085C-A
10,YDR485C
10,YBR026C
10,YLR398C
10,YMR053C
10,YAR015W
10,YNL297C
10,YDL215C
10,YKL130C
10,YHR028C
10,YDR032C
10,YER050C
10,YOL148C
10,YPR168W
10,YLR109W
10,YLR447C
10,YPL228W
10,YJR068W
10,YBR111C
10,YBR111W-A
10,YGR150C
10,YJR067C
10,YGL181W
10,YGL231C
10,YMR140W
10,YFL016C
10,YOL049W
10,YNL084C
10,YNL083W
10,YJR021C
10,YMR253C
10,YLR043C
10,YIL098C
10,YIL097W
10,YCR052W
10,YGR009C
10,YCL010C
10,YPR029C
10,YMR159C
10,YNR032C-A
10,YOR113W
10,YDL161W
10,YMR099C
10,YJR108W
10,YAL033W
10,YER003C
10,YML078W
10,YER004W
10,YCL017C
10,YJR135W-A
10,YHR011W
10,YAL016W
10,YPR174C
10,YIR021W
10,YGL162W
10,YKR101W
10,YIL075C
10,YDL048C
10,YGR275W
10,YGR274C
10,YPL022W
10,YPL170W
10,YER027C
10,YGR048W
10,YGL020C
10,YOR079C
10,YOR080W
10,YNR033W
10,YHR016C
10,YHR017W
10,YKL192C
10,YER162C
10,YPL092W
10,YKL088W
10,YKL207W
10,YJL030W
10,YNL313C
10,YNL312W
10,YGR147C
10,YHR147C
10,YGL080W
10,YIL084C
10,YBL068W
10,YJL069C
10,YGL087C
10,YGL086W
10,YLR094C
10,YHL034C
10,YML075C
10,YHR186C
10,YOR335C
10,YIL034C
10,YPR110C
10,YBR005W
10,YBR004C
10,YOR353C
10,YNL267W
10,YOR004W
10,YPR158C-D
10,YDL028C
10,YEL002C
10,YJR075W
10,YIL144W
10,YBL058W
10,YPL240C
10,YOR089C
10,YGR174C
10,YOR327C
10,YPR010C
