gene,synthesis_perCell_perMin
YJR025C,0.020371585
YJL012C,1.190650633
YJL145W,0.159865693
YJL153C,0.040098284
YJR064W,0.798400794
YJL074C,0.181676856
YJR016C,2.216108057
YJR099W,0.036930816
YJL048C,0.111159979
YJL197W,0.33520341
YJR074W,0.04359186
YJL127C-B,0.520424297
YJR057W,0.069383333
YJL134W,0.097016995
YJL081C,0.275900756
YJR137C,0.320734752
YJL072C,0.120971497
YJR152W,0.034106906
YJR001W,0.19640819
YJR110W,0.03924847
YJL190C,1.192426066
YJL099W,0.084775904
YJL090C,0.064773296
YJL055W,0.163845085
YJR109C,0.441100365
YJL167W,0.666288526
YJL036W,0.143602426
YJL168C,0.20523439
YJR036C,0.021354581
YJR066W,0.501902377
YJL001W,0.347157177
YJR061W,0.05736052
YJR125C,0.240057984
YJR051W,0.124364352
YJR112W-A,0.077919447
YJR050W,0.095726096
YJR011C,0.05486702
YJR136C,0.048157765
YJL200C,0.431824435
YJL129C,0.39667442
YJR103W,0.279370559
YJL044C,0.15165308
YJR142W,0.103222059
YJL183W,0.252232323
YJR031C,0.163143583
YJR010C-A,0.10140687
YJR033C,0.476899719
YJL068C,0.082381711
YJL112W,0.293360662
YJL039C,0.545093708
YJL180C,0.112070687
YJL147C,0.088288576
YJR062C,0.165008283
YJL014W,0.606370656
YJR149W,0.08699348
YJR075W,0.205701212
YJR126C,0.219336042
YJL005W,0.27684229
YJL206C,0.04088178
YJL217W,0.070756609
YJR124C,0.093732029
YJL143W,0.461462932
YJR078W,0.04283398
YJL207C,0.410681898
YJL198W,0.487646582
YJL225C,0.841422869
YJR073C,0.147934537
YJR143C,0.349542226
YJL131C,0.069597902
YJR024C,0.179948748
YJL140W,0.147365001
YJR068W,0.132519341
YJR058C,0.062373022
YJR101W,0.159748763
YJL096W,0.163269275
YJR156C,0.010027253
YJL063C,0.225612635
YJL101C,1.192566043
YJL222W,0.189880945
YJL138C,1.368833249
YJL057C,0.092159243
YJL218W,0.00393182
YJL130C,1.721890561
snR190,3.196938869
YJL069C,0.408020623
YJL045W,0.001485479
YJL091C,0.133431449
YJL033W,0.399846752
YJR148W,0.983860992
YJL123C,0.308468689
YJL046W,0.057697528
YJR123W,1.775091865
YJR118C,0.09274828
YJL071W,0.087898521
YJR015W,0.163421012
YJL004C,0.095179872
YJL155C,0.131444745
YJR107W,0.037508041
YJL035C,0.039938215
YJR089W,0.110126768
YJL115W,0.123269062
YJR003C,0.124476028
YJR104C,3.388876377
YJL126W,0.044541554
YJL166W,1.620141768
YJR054W,0.092822888
YJR141W,0.052048556
YJR135C,0.032716297
YJR155W,0.041164803
YJL109C,1.249778006
YJL098W,0.407934872
YJL196C,0.12257002
YJR113C,0.335933559
YJL148W,0.371731346
YJL031C,0.096308244
YJR132W,0.381152941
YJL102W,0.49975808
YJR042W,0.313322619
YJL209W,0.199369919
YJL087C,0.105140827
YJL210W,0.052541613
YJR134C,0.220212242
YJR027W,0.135500445
YJL113W,0.034676589
YJR029W,0.12511072
YKL103C,0.258545755
YKL002W,0.14669722
YKL173W,0.231282272
YKL061W,0.108513845
YKL143W,0.282995126
YKL172W,0.518041277
YKR014C,0.156626313
YKL149C,0.104688393
YKL094W,0.298145315
YKR094C,1.316824227
YKR058W,0.062911484
YKR052C,0.162809523
YKL157W,0.392589034
YKL091C,0.076624092
YKR087C,0.123960496
YKR038C,0.254948373
YKR048C,0.627460881
YKL014C,0.604835406
YKR082W,0.429413912
YKL126W,0.29459505
YKL074C,0.131880876
YKL135C,0.445375001
YKL112W,0.449847748
YKR085C,0.123106799
YKL217W,5.92005361
YKR044W,0.093527783
YKR080W,0.064947971
YKL065W-A,0.006349314
YKR068C,0.143811586
YKR027W,0.114428239
YKR022C,0.078667667
YKR078W,0.050690765
YKR001C,0.61573579
YKR025W,0.101332651
YKR095W,0.879332981
YKL129C,0.171367893
YKL041W,0.125724286
YKR074W,0.121861743
YKL024C,0.059325824
YKL073W,0.313059791
YKR006C,0.210227615
YKL104C,0.524931059
YKL191W,0.305194149
YKR101W,0.029514438
YKL155C,0.13983805
YKR018C,0.263039661
YKR079C,0.255680183
YKL027W,0.181447885
YKL035W,0.439666362
YKL084W,0.056530234
YKL207W,0.200648462
YKR066C,0.220005626
YKL117W,0.431672334
YKL140W,0.101354651
YKL007W,0.153531793
YKL022C,0.196555217
YKL021C,0.261305386
YKL125W,0.109454342
YKL077W,0.612672528
YKR103W,0.030703712
YKR104W,0.005625137
YKR024C,0.305871158
YKL203C,0.683004038
YKR054C,0.399817588
YKR057W,1.135567712
YKL133C,0.043423163
YKR083C,0.103640251
YKL113C,0.161624905
YKL213C,0.324885978
YKL154W,0.128366502
YKR063C,0.095605336
YKL174C,0.115522199
YKL134C,0.162458534
YKL069W,0.072660341
YKL006W,1.343764906
YKR035W-A,0.072893798
YKL182W,2.464370241
YKL099C,0.240693064
YKL179C,0.224548307
YKL047W,0.094646106
YKL049C,0.097284776
YKL220C,0.020398958
YKL183W,0.125042239
YKL181W,0.457655167
YKL088W,0.157975381
YKL209C,0.050052136
YKR019C,0.040375858
YKL166C,0.0918391
YKR086W,0.135767758
YKL065C,0.256824205
YKL013C,0.276901723
YKL040C,0.265802822
YKR061W,0.054638423
YKL170W,0.270747017
YKL210W,0.831370184
YKL015W,0.23849114
snR87,0.018618303
YKL009W,0.463215516
YKR097W,0.909552748
YKL075C,0.086773538
YKL206C,0.178774495
YKL195W,0.560300035
YKL064W,0.233479401
YKR026C,0.209255056
YKL188C,0.053947829
YKL196C,0.174522788
snR42,0.293386925
YKL168C,0.094031547
YKR090W,0.16325084
YKR036C,0.082220444
YKR084C,0.109180884
YKL216W,0.522440953
YKL219W,0.050982777
YKL067W,0.464565391
YKR031C,0.399409049
YKR088C,0.127752513
YKL151C,0.037701502
YKL138C-A,0.25764542
YKR070W,0.060657403
YKR059W,0.958815748
YKR069W,0.069993708
YKR053C,0.011217173
YKL218C,0.019831733
YKL142W,0.502270799
YKL011C,0.062028655
YKL144C,0.13602131
YKL055C,0.071223847
YKR039W,0.25779623
YKL184W,0.43655405
YKL176C,0.364069582
YKL033W-A,0.194230975
YKL090W,0.036600133
YKL010C,0.349722943
YKR051W,0.059424843
YKL120W,0.895097912
YKL092C,0.166358393
YKR028W,0.481509652
YKL197C,0.112860868
YKL152C,2.965593153
YKL093W,0.141696062
YKL080W,0.218216178
YKL101W,0.46178167
YKL056C,2.432580883
YKL017C,0.104995958
YKL190W,0.137528563
YKL211C,0.358189949
YKL127W,0.110940391
YKR049C,0.137006489
YKL052C,0.125250033
YKL053C-A,0.177975281
YKL121W,0.086802539
YKL050C,0.04315837
YKL194C,0.092961502
YKR037C,0.082070861
YKL205W,0.313197753
YKL137W,0.149283165
YKL146W,0.378581392
YKR003W,0.233003226
YKL028W,0.173200634
YKR010C,0.111279987
YKL212W,0.436624799
YKL054C,0.242927137
YKL006C-A,0.101958271
YKL079W,0.169369661
YKL161C,0.130084147
YKR030W,0.095720734
YKL012W,0.125886124
YKL106W,0.281490107
YKL045W,0.169839762
YKL085W,1.492457221
YKL165C,0.348773471
YKL132C,0.010253083
YKL078W,0.168305375
YKL001C,0.102680501
YKL046C,0.212736298
YKL058W,0.264413377
YKL208W,0.089523986
YKL215C,0.150217291
YKL136W,0.007021943
YKL033W,0.099882019
YKR023W,0.061183661
YKR067W,0.363763838
YKL098W,0.03791593
YKL114C,0.130006419
YKL145W,0.569917458
YKL128C,0.217919876
YKL008C,0.051483601
YKL066W,0.051894394
YKL119C,0.061492587
YEL041W,0.033218994
YER056C-A,0.370485186
YEL047C,0.089853498
YER146W,0.209845687
YER183C,0.107726617
YER172C,0.282745717
YER092W,0.105941026
YEL032W,0.374120833
YER105C,0.505048731
YER013W,0.099232513
YER094C,0.389161434
YER069W,0.111981823
YEL066W,0.088975834
YER027C,0.144534707
YER002W,0.567552522
YER142C,0.056556567
YER145C,1.162293735
YER176W,0.353885258
YER071C,0.064502906
YER177W,2.841741427
YER123W,0.262108377
YER116C,0.055381051
YER141W,0.447994951
YER170W,0.115288378
YER115C,0.124837799
YER076C,0.025016425
YEL021W,0.258603546
YER040W,0.128061872
YEL016C,0.046115344
YEL052W,0.202186596
YER081W,0.545204395
YER093C,0.151402152
YER030W,0.152102119
YER163C,0.045957436
YER173W,0.081934671
YEL065W,0.897533307
YEL055C,0.65030623
YER029C,0.196378934
YEL011W,0.24090328
YER166W,0.707830662
YER152C,0.123826071
YER107C,0.263269651
YER125W,0.678018894
YER122C,0.479903645
YER006W,0.612764818
YER007W,0.056940829
YER103W,0.33851195
snR80,0.023280296
YER139C,0.042219828
YER014W,0.045780291
YER048C,0.168066137
YER044C,0.16219756
YER053C,0.049597844
YER155C,0.580982706
snR4,0.629128084
YER050C,0.195116464
YER037W,0.069616103
YEL006W,0.158543231
YER129W,0.191616318
YER048W-A,0.367108446
YER051W,0.06205947
YER171W,0.184469349
YER078C,0.081870803
YEL003W,0.251796977
YER133W,0.534910886
YER060W,0.037959381
YER186C,0.173606772
YER188W,0.005070369
YER022W,0.181467036
YER148W-A,0.002544379
YER157W,0.13511464
YEL038W,0.046118059
YER098W,0.089730453
RPR1,2.565169826
YER154W,0.11125109
YEL071W,0.221653484
YER096W,0.010713542
YER017C,0.43991264
YER009W,0.276491544
SCR1,8.207192102
YER121W,0.033660542
YER019C-A,0.401918803
YEL050C,0.263153842
YER016W,0.085230349
YEL025C,0.142009802
YER024W,0.282462271
YER023W,0.183510629
YEL029C,0.073178617
YER065C,0.688653871
YER147C,0.039130137
YER138W-A,0.138799321
YEL015W,0.339784618
YER153C,0.0255024
YER113C,0.218510748
YEL030W,0.064426357
YER005W,0.220272083
YER046W,0.026146175
YER073W,1.033761421
YER049W,0.45010025
YER175C,0.085123584
YER021W,0.837517748
YER004W,0.206168657
YER117W,1.164408598
snR14,0.350614828
YER168C,0.17834813
YER124C,0.74442457
SRG1,0.063330647
YER095W,0.307351255
YER045C,0.009236316
YER148W,0.489528365
YEL022W,0.394188165
YEL001C,0.133448936
YER056C,1.290371734
YEL013W,0.324463941
YER074W,1.740907146
YEL051W,0.204468134
YEL061C,0.206759523
YER140W,0.083616337
YEL056W,0.122502501
YER156C,0.473189467
YER162C,0.052034666
YER074W-A,0.170438516
YER041W,0.062414235
YER112W,0.147788951
YER174C,0.12966257
YER026C,0.260825125
YER099C,0.181560649
YER025W,1.287917751
YER126C,0.525075138
YER182W,0.1364195
YEL058W,0.348860704
YER060W-A,0.00823207
YER184C,0.053768867
YEL020W-A,0.824091621
YER077C,0.177099551
YER042W,0.053621285
YER019W,0.169349293
YER110C,0.879114813
YEL023C,0.029328644
YEL077C,0.330496957
YER001W,0.297875204
YEL020C,0.218159775
YEL044W,0.157313296
YER087W,0.088886666
YER055C,0.382882682
YER138C,0.270838224
YHR045W,0.146348871
YHR005C-A,0.720527833
YHR184W,0.010624049
YHR073W,0.466987599
YHR064C,0.737203272
YHL047C,0.133939633
YHR003C,0.209031353
YHR154W,0.09963273
YHR031C,0.082513064
YHR106W,0.059691442
YHR039C-A,0.281119441
YHR165C,0.60643024
YHL025W,0.181281461
YHR016C,0.066288406
RUF5-2,0.022591906
YHR169W,0.243560279
YHR065C,0.392215779
YHL036W,0.026443159
YHR100C,0.197139332
YHR146W,0.273167352
YHR195W,0.09951246
YHR119W,0.389434834
YHR033W,0.984104151
YHR024C,0.309440064
YHR026W,0.198886979
YHR113W,0.217892832
YHR001W,0.220279665
YHR131C,0.123210301
YHR141C,2.14729021
YHR170W,0.583430802
YHR078W,0.083678893
YHR161C,0.101977589
YHR074W,0.307133929
YHR163W,0.270227034
YHR138C,0.104647827
YHR166C,0.074239953
YHL014C,0.040031225
YHL034C,0.444064917
YHR124W,0.018844216
YHR011W,0.071520175
YHR096C,0.067809853
YHR075C,0.032824647
YHR207C,0.100194675
YHR132W-A,0.226666576
YHR015W,0.022293399
YHL015W,2.949125089
YHR006W,0.21080674
YHR147C,0.161023017
YHR092C,0.018428064
YHR080C,0.107803443
YHL027W,0.341427405
YHL003C,0.224202328
YHR150W,0.079386155
YHR133C,0.194221618
YHR215W,0.089067151
YHL020C,0.281143712
YHR101C,0.042603291
YHR120W,0.141609717
YHL030W,0.240979122
YHR051W,1.523938588
YHR149C,0.167642324
YHR194W,0.072065191
YHR203C,1.455374598
YHR168W,0.0907204
YHR167W,0.046901526
YHR050W,0.458974857
YHR112C,0.098159764
YHR027C,0.854778045
YHR196W,0.323714256
YHR034C,0.071658795
YHR121W,0.18580594
YHR116W,0.06336807
YHR176W,0.029275074
YHL010C,0.072772102
YHR063C,0.133112966
YHR050W-A,0.026470295
YHL017W,0.148043112
YHL035C,0.229087885
YHR043C,0.124825626
YHR018C,0.234280669
YHR076W,0.116295721
YHL019C,0.08240335
snR32,0.035369607
YHR037W,0.390915082
YHR012W,0.123443408
YHR144C,0.09559251
YHR077C,0.41021047
YHR156C,0.045678437
YHR036W,0.04606372
YHR091C,0.130231418
YHR009C,0.295145033
YHR211W,0.015470437
YHR072W-A,1.748527132
YHR202W,0.048655083
YHR032W,0.290337091
YHL038C,0.149540177
YHR081W,0.155340005
YHR066W,0.306132587
YHR029C,0.099189555
YHR178W,0.067553974
YHR040W,0.104959235
YHR017W,0.101438296
YHR004C,0.105563135
YHR191C,0.054087674
YHR201C,0.189053282
YHR103W,0.352191282
YHR153C,0.010338425
YHR020W,1.074621551
YHR057C,0.153520172
tQ(UUG)H,0.008234537
YHR047C,0.465967913
YHR197W,0.334872651
YHR028C,0.266264979
YHR134W,0.062948387
YHR122W,0.163980085
YHR067W,0.030318994
YHL049C,0.029765635
YHR041C,0.068547673
YHR069C,0.206598772
YHR218W,0.101301712
YHR039C,0.303550971
YHL011C,0.646858529
YHR030C,0.170445031
YHL050C,0.207578018
YHR162W,0.582654904
YHR089C,0.485543352
YHR010W,1.462622785
YHR005C,0.013017464
YHR187W,0.122234626
YHR183W,1.864793823
YHR049W,0.157508826
YHR072W,0.345720208
YHR216W,0.051991627
YHR060W,0.043940815
YHR142W,0.157789489
YHR058C,0.126758157
YHR118C,0.232719083
YHR110W,0.227848118
YHR023W,0.241404754
YHR219W,0.206143086
YHL001W,1.234900407
YIL156W-B,0.065799572
YIL107C,0.104912359
YIL165C,0.028852412
YIL158W,0.121404307
YIR039C,0.076844991
YIL161W,0.101078055
YIL068C,0.37774146
YIL065C,0.120159093
YIL098C,0.132697788
YIL009W,0.317220921
YIR004W,0.166687487
YIL092W,0.055058833
YIL136W,0.381965954
YIR022W,0.19799981
YIR002C,0.118737952
YIL108W,0.275307671
YIL067C,0.098432464
YIL134W,0.060154191
YIL110W,0.180316714
YIL064W,0.091467607
YIL147C,0.449387521
YIL149C,0.366718835
YIL004C,0.072058299
YIL105C,0.234129154
YIL057C,0.161823031
YIL017C,0.083691346
YIL070C,0.313465951
YIL118W,0.198342275
YIL039W,0.207636425
YIR031C,0.084999226
YIL074C,0.186088378
YIL014W,0.124777386
YIR037W,0.145444778
YIL143C,0.391580556
YIL079C,0.201394946
YIR008C,0.12306426
YIL129C,0.405781016
YIL124W,0.18889446
YIL115C,0.415026375
YIL035C,0.36843246
YIL048W,0.197404863
YIR029W,0.058151537
YIL094C,0.457408181
YIL103W,0.160041444
YIL002C,0.109535936
YIL156W,0.086675423
YIR012W,0.431136421
YIL112W,0.181207974
YIR026C,0.287942148
YIR042C,0.034529317
YIL075C,1.26407684
YIL063C,0.170632397
YIL018W,1.626934483
YIL027C,0.15771126
YIL085C,0.195011396
YIL008W,0.094124064
YIL076W,0.287382171
YIL029C,0.025148083
YIL164C,0.02924003
YIL160C,0.028270511
YIL062C,1.078805354
YIL151C,0.218897923
YIL019W,0.170813479
YIL093C,0.223132001
YIR024C,0.079301018
YIL020C,0.059413179
YIL023C,0.138297158
YIL142W,0.924294482
YIL073C,0.037939931
YIL091C,0.330290515
YIL078W,1.040687025
YIL052C,0.747576626
YIL125W,1.932961601
YIL154C,0.06801837
YIL138C,0.383502497
YIL043C,0.299408675
YIL014C-A,0.021635876
YIL077C,0.106292818
YIR032C,0.034439562
YIL021W,0.311636653
YIL038C,0.373813924
YIR011C,0.202232671
YIL046W,0.192963643
YIL157C,0.081568856
YIL121W,0.016761961
YIR038C,0.049228511
YIL088C,0.180660446
YIR028W,0.006824985
YIL173W,0.200393371
YIL177C,0.732117856
YIL148W,0.978560243
YIL145C,0.170300262
YIL114C,0.05339054
YIR035C,0.074097268
YIL041W,0.320350197
YIR036C,0.076335768
YIL024C,0.03458748
YIL111W,0.008785827
YIL166C,0.040738202
YIL009C-A,0.054609463
YIR016W,0.337575193
YIL172C,0.047482726
YIL047C,0.352714949
YIR005W,0.078655997
YIL116W,0.09733065
YIL003W,0.173611307
YCL011C,0.253807588
YCL040W,0.955688383
YCR107W,0.113352311
YCL002C,0.068493039
YCL024W,0.138305268
YCR060W,0.092668137
YCR036W,0.141807196
YCR020C-A,0.061836472
YCR092C,0.097425691
YCR005C,0.803909973
YCL034W,0.232881686
YCR020W-B,0.4406769
YCL028W,0.30171191
YCR006C,0.045734705
YCR083W,0.059862513
YCL039W,0.032682435
YCR011C,0.328477974
YCL057W,0.654517185
YCR035C,0.237764876
YCR032W,0.196404073
YCL059C,0.27048895
YCR079W,0.111875258
YCR021C,0.251194228
YCL001W,0.205164508
YCR017C,0.343348964
YCR097W,0.075545531
YCR043C,0.128182768
YCR014C,0.062748485
YCL036W,0.283498401
YCR051W,0.220436816
snR43,0.041897587
YCR037C,0.320287633
YCR009C,0.282785177
YCR098C,0.488997181
YCR039C,0.079544533
YCL032W,0.213755576
YCR076C,0.062522818
YCR072C,0.481744798
YCR057C,0.626815037
YCL033C,0.041131108
YCL030C,0.161332593
YCR008W,0.84198581
YCR042C,0.199162964
snR65,0.02426021
YCL055W,0.086783354
YCR003W,0.185233993
YCL016C,0.089057331
YCL031C,0.458962927
YCR087C-A,0.376814693
YCL010C,0.085633746
YCR073C,0.062881008
YCL005W-A,0.528064857
YCL047C,0.062602141
YCR106W,0.224786327
YCL049C,0.065069929
YCR015C,0.097359484
snR33,0.213630942
YCL052C,0.153057791
YCR004C,0.512642065
YCR059C,0.097130663
YCL021W-A,0.003967755
YCR028C,0.13825962
YCL061C,0.149653857
YCR090C,0.124172516
YCR099C,0.039928736
snR189,0.17245609
YCR095C,0.068870641
YCR047C,0.181195326
YCR044C,0.091327583
YCR026C,0.239852593
YCR012W,7.258423234
YCR075C,0.039390752
YCL025C,0.826363585
YCR023C,0.278359876
YCR010C,0.218705035
YCR018C-A,0.014640167
YCL038C,0.026590514
YCR027C,0.119478918
YCR016W,0.254443726
YCL054W,0.474385308
YCR105W,0.004369426
YCL019W,0.506377353
YFR027W,0.032915695
YFL011W,0.000358098
YFL018C,1.30546065
YFR006W,0.316802954
YFL034W,0.175284482
YFL024C,0.141008787
YFL046W,0.076564705
YFR014C,0.23230719
YFL056C,0.484121862
YFR055W,0.04898693
YFR013W,0.215653564
YFL050C,0.06158099
YFR009W,0.505495415
YFL045C,0.785170738
YFR018C,0.091074156
YFR041C,0.157911891
YFL059W,0.0357623
YFL014W,0.349114192
YFL047W,0.162155096
YFR032C-A,1.464771004
RUF20,0.015331825
YFL044C,0.120240095
YFR047C,0.051539042
YFL054C,0.022799177
YFR024C-A,0.245492033
YFR002W,0.449047342
YFL033C,0.098441317
YFR005C,0.186845671
YFL028C,0.117523785
YFL052W,0.023650371
YFL002C,0.252027214
YFL055W,0.019826666
YFR001W,0.347406253
YFL023W,0.124484983
YFR031C-A,1.172928106
YFL010C,0.139155119
YFL029C,0.06320578
YFL030W,0.579967139
YFL058W,0.00197467
YFL016C,1.372939114
YFL041W,0.233186943
YFL036W,0.620502765
YFL048C,0.232026098
YFL037W,0.545256655
YFL017C,0.059194937
YFR010W,0.519019443
YFR038W,0.162340758
YFL031W,2.414455461
YFL005W,0.271055592
YFR019W,0.279588258
YFL042C,0.140078227
YFR042W,0.078337041
YFL038C,0.728899266
YFR015C,0.091531049
YFL060C,0.061379212
YFL049W,0.119490001
YFR028C,0.280991884
YFR016C,0.14351071
YFL001W,0.205807401
YFR037C,0.375691331
YFR025C,0.128597927
YFL025C,0.139395974
YFR031C,0.175296797
YFR039C,0.197780531
YFL027C,0.071759088
YFL007W,0.401447435
YFL004W,0.577903547
YFR048W,0.214768925
YFL009W,0.617717706
YFR004W,0.420313343
YFL002W-A,0.179118845
YAL016W,0.748043704
YAL064W-B,0.031472734
YAL023C,0.960005493
YAL062W,0.039569317
YAL026C,0.270522802
YAL014C,0.15422113
YAL042W,0.343532163
YAL038W,2.544448496
YAR003W,0.06969301
YAR007C,0.367764534
YAR027W,0.135517427
YAL055W,0.056021489
YAL060W,0.421493225
YAL017W,0.228296455
YAR018C,0.083904793
YAL063C,0.015228437
YAL046C,0.236200692
YAR050W,0.003080343
YAL039C,0.447270336
YAL022C,0.14793267
YAL011W,0.213608838
YAL001C,0.124235718
YAL056W,0.267101831
YAR071W,0.029338428
YAR033W,0.027602325
YAL059W,0.271811499
YAL035W,1.160785028
YAL008W,0.041475987
YAL020C,0.077777654
YAL015C,0.092961034
YAL009W,0.063996795
YAR014C,0.177963793
YAL036C,0.294535508
YAL061W,0.086508611
YAR002C-A,0.258958128
YAR008W,0.047408706
YAL049C,0.334347479
YAL047C,0.067318482
YAL029C,0.496891578
YAR031W,0.005446939
YAL027W,0.051524473
YAL033W,0.050061017
YAR015W,0.178502998
YAL044C,0.201892034
YAL058W,0.080230184
YAR028W,0.027441518
YAR010C,0.028474894
YAR009C,0.101674082
Q0080,0.009618869
Q0275,1.177538191
Q0010,0.006378006
Q0255,0.127289556
Q0140,0.039534205
Q0250,1.115820815
Q0105,0.333754392
Q0032,0.022054259
Q0130,1.953123656
Q0085,0.310504167
Q0182,0.130309162
Q0045,1.102495215
